section	saleinit	datesold	title	cost	listpric	salepric
Internet	JMB	04/20/98	Internet Title  57	$29.37	$41.95	$41.95
Internet	MJM	04/21/98	Internet Title  58	$20.97	$29.95	$29.95
Internet	MJM	04/18/98	Internet Title  59	$23.07	$32.95	$32.95
Internet	BLT	04/19/98	Internet Title  60	$23.16	$28.95	$28.95
Internet	JMB	04/17/98	Internet Title  61	$23.07	$32.95	$32.95
Internet	BLT	04/22/98	Internet Title  62	$25.17	$35.95	$35.95
Internet	BLT	04/10/98	Internet Title  63	$25.17	$35.95	$35.95
Internet	JMB	04/05/98	Internet Title  64	$20.27	$28.95	$26.06
Internet	BLT	04/22/98	Internet Title  65	$20.27	$28.95	$28.95
Internet	BLT	04/10/98	Internet Title  66	$20.97	$29.95	$29.95
Internet	JMB	04/05/98	Internet Title  67	$20.97	$29.95	$29.95
Internet	MJM	04/15/98	Internet Title  68	$20.27	$28.95	$23.16
Internet	MJM	04/15/98	Internet Title  69	$25.17	$35.95	$35.95
Internet	JMB	04/02/98	Internet Title  70	$20.97	$29.95	$29.95
Internet	BLT	04/12/98	Internet Title  71	$29.37	$41.95	$41.95
Internet	JMB	04/02/98	Internet Title  72	$23.16	$28.95	$26.06
Internet	JMB	04/23/98	Internet Title  73	$53.87	$76.95	$76.95
Internet	JMB	04/08/98	Internet Title  74	$23.07	$32.95	$32.95
Internet	BLT	04/22/98	Internet Title  75	$20.27	$28.95	$28.95
Internet	MJM	04/09/98	Internet Title  76	$27.97	$39.95	$39.95
Internet	JMB	04/20/98	Internet Title  77	$25.17	$35.95	$35.95
Internet	MJM	04/27/98	Internet Title  78	$25.17	$35.95	$35.95
Internet	MJM	04/09/98	Internet Title  79	$17.47	$24.95	$24.95
Internet	JMB	04/29/98	Internet Title  80	$20.97	$29.95	$26.96
Internet	BLT	04/22/98	Internet Title  81	$13.97	$19.95	$19.95
Internet	BLT	04/01/98	Internet Title  82	$53.87	$76.95	$76.95
Internet	JMB	04/08/98	Internet Title  83	$20.97	$29.95	$29.95
Internet	MJM	04/27/98	Internet Title  84	$31.96	$39.95	$39.95
Internet	JMB	04/11/98	Internet Title  85	$20.27	$28.95	$23.16
Internet	BLT	04/22/98	Internet Title  86	$23.07	$32.95	$32.95
Internet	JMB	04/17/98	Internet Title  87	$20.97	$29.95	$29.95
Internet	BLT	04/07/98	Internet Title  88	$20.27	$28.95	$26.06
Internet	JMB	04/11/98	Internet Title  89	$20.27	$28.95	$28.95
Internet	BLT	04/04/98	Internet Title  90	$20.27	$28.95	$28.95
Internet	BLT	04/10/98	Internet Title  91	$23.07	$32.95	$32.95
Internet	JMB	04/17/98	Internet Title  92	$25.17	$35.95	$35.95
Internet	BLT	04/13/98	Internet Title  93	$20.27	$28.95	$28.95
Internet	JMB	04/26/98	Internet Title  94	$23.07	$32.95	$32.95
Internet	JMB	04/20/98	Internet Title  95	$20.97	$29.95	$29.95
Internet	BLT	04/07/98	Internet Title  96	$26.36	$32.95	$29.66
Internet	JMB	04/11/98	Internet Title  97	$17.47	$24.95	$24.95
Internet	JMB	04/23/98	Internet Title  98	$25.17	$35.95	$35.95
Internet	MJM	04/09/98	Internet Title  99	$17.47	$24.95	$24.95
Internet	JMB	04/08/98	Internet Title 100	$25.17	$35.95	$35.95
Internet	JMB	04/20/98	Internet Title 101	$16.07	$22.95	$22.95
Internet	BLT	04/07/98	Internet Title 102	$23.07	$32.95	$26.36
Internet	BLT	04/25/98	Internet Title 103	$17.47	$24.95	$24.95
Internet	BLT	04/24/98	Internet Title 104	$27.97	$39.95	$35.96
Internet	JMB	04/02/98	Internet Title 105	$20.97	$29.95	$29.95
Internet	BLT	04/12/98	Internet Title 106	$25.17	$35.95	$35.95
Internet	JMB	04/17/98	Internet Title 107	$30.07	$42.95	$42.95
Internet	JMB	04/20/98	Internet Title 108	$23.96	$29.95	$29.95
Internet	MJM	04/30/98	Internet Title 109	$23.07	$32.95	$32.95
Internet	MJM	04/27/98	Internet Title 110	$20.97	$29.95	$29.95
Internet	JMB	04/29/98	Internet Title 111	$25.17	$35.95	$35.95
Internet	BLT	04/28/98	Internet Title 112	$17.47	$24.95	$22.46
Internet	MJM	04/15/98	Internet Title 113	$20.27	$28.95	$28.95
Internet	BLT	04/28/98	Internet Title 114	$20.27	$28.95	$28.95
Internet	JMB	04/17/98	Internet Title 115	$20.27	$28.95	$28.95
Internet	MJM	04/06/98	Internet Title 116	$20.97	$29.95	$29.95
Internet	MJM	04/09/98	Internet Title 117	$20.97	$29.95	$29.95
Internet	MJM	04/09/98	Internet Title 118	$23.07	$32.95	$32.95
Internet	BLT	04/19/98	Internet Title 119	$23.07	$32.95	$26.36
Internet	JMB	04/17/98	Internet Title 120	$23.16	$28.95	$26.06
Internet	JMB	04/20/98	Internet Title 121	$16.07	$22.95	$22.95
Internet	MJM	04/09/98	Internet Title 122	$27.97	$39.95	$39.95
Internet	BLT	04/10/98	Internet Title 123	$20.27	$28.95	$28.95
Internet	BLT	04/25/98	Internet Title 124	$20.27	$28.95	$28.95
Internet	BLT	04/19/98	Internet Title 125	$20.97	$29.95	$29.95
Internet	MJM	04/18/98	Internet Title 126	$20.27	$28.95	$28.95
Internet	BLT	04/10/98	Internet Title 127	$20.27	$28.95	$28.95
Internet	BLT	04/24/98	Internet Title 128	$23.07	$32.95	$29.66
Internet	BLT	04/16/98	Internet Title 129	$16.07	$22.95	$22.95
Internet	BLT	04/19/98	Internet Title 130	$20.97	$29.95	$29.95
Internet	BLT	04/01/98	Internet Title 131	$25.17	$35.95	$35.95
Internet	JMB	04/17/98	Internet Title 132	$31.96	$39.95	$39.95
Internet	BLT	04/04/98	Internet Title 133	$53.87	$76.95	$76.95
Internet	BLT	04/13/98	Internet Title 134	$30.07	$42.95	$42.95
Internet	BLT	04/10/98	Internet Title 135	$20.97	$29.95	$29.95
Internet	JMB	04/08/98	Internet Title 136	$16.07	$22.95	$20.66
Internet	BLT	04/24/98	Internet Title 137	$23.07	$32.95	$32.95
Internet	BLT	04/22/98	Internet Title 138	$23.07	$32.95	$32.95
Internet	JMB	04/26/98	Internet Title 139	$23.07	$32.95	$32.95
Internet	BLT	04/16/98	Internet Title 140	$30.07	$42.95	$42.95
Internet	JMB	04/14/98	Internet Title 141	$25.17	$35.95	$35.95
Internet	JMB	04/23/98	Internet Title 142	$25.17	$35.95	$35.95
Internet	BLT	04/22/98	Internet Title 143	$25.17	$35.95	$35.95
Internet	JMB	04/05/98	Internet Title 144	$28.76	$35.95	$32.36
Internet	MJM	04/27/98	Internet Title 145	$30.07	$42.95	$42.95
Networks and Communication	BLT	04/22/98	Networks and Communication Title   1	$13.97	$19.95	$19.95
Networks and Communication	JMB	04/23/98	Networks and Communication Title   2	$13.97	$19.95	$19.95
Networks and Communication	BLT	04/22/98	Networks and Communication Title   3	$16.07	$22.95	$22.95
Networks and Communication	JMB	04/23/98	Networks and Communication Title   4	$20.27	$28.95	$28.95
Networks and Communication	BLT	04/25/98	Networks and Communication Title   5	$30.07	$42.95	$42.95
Networks and Communication	MJM	04/06/98	Networks and Communication Title   6	$17.47	$24.95	$24.95
Networks and Communication	JMB	04/26/98	Networks and Communication Title   7	$17.47	$24.95	$24.95
Networks and Communication	JMB	04/02/98	Networks and Communication Title   8	$20.27	$28.95	$26.06
Networks and Communication	JMB	04/17/98	Networks and Communication Title   9	$25.17	$35.95	$35.95
Networks and Communication	BLT	04/24/98	Networks and Communication Title  10	$20.27	$28.95	$28.95
Networks and Communication	JMB	04/14/98	Networks and Communication Title  11	$27.97	$39.95	$39.95
Networks and Communication	JMB	04/29/98	Networks and Communication Title  12	$26.36	$32.95	$32.95
Networks and Communication	BLT	04/22/98	Networks and Communication Title  13	$20.27	$28.95	$28.95
Networks and Communication	BLT	04/24/98	Networks and Communication Title  14	$20.97	$29.95	$29.95
Networks and Communication	JMB	04/26/98	Networks and Communication Title  15	$29.37	$41.95	$41.95
Networks and Communication	MJM	04/21/98	Networks and Communication Title  16	$20.27	$28.95	$26.06
Networks and Communication	MJM	04/03/98	Networks and Communication Title  17	$13.97	$19.95	$15.96
Networks and Communication	MJM	04/27/98	Networks and Communication Title  18	$23.07	$32.95	$32.95
Networks and Communication	BLT	04/24/98	Networks and Communication Title  19	$20.97	$29.95	$29.95
Networks and Communication	BLT	04/12/98	Networks and Communication Title  20	$27.97	$39.95	$39.95
Networks and Communication	JMB	04/14/98	Networks and Communication Title  21	$27.97	$39.95	$39.95
Networks and Communication	JMB	04/26/98	Networks and Communication Title  22	$20.97	$29.95	$29.95
Networks and Communication	JMB	04/17/98	Networks and Communication Title  23	$20.97	$29.95	$29.95
Networks and Communication	JMB	04/20/98	Networks and Communication Title  24	$18.36	$22.95	$20.66
Networks and Communication	BLT	04/19/98	Networks and Communication Title  25	$20.97	$29.95	$29.95
Networks and Communication	JMB	04/26/98	Networks and Communication Title  26	$23.07	$32.95	$32.95
Networks and Communication	BLT	04/12/98	Networks and Communication Title  27	$25.17	$35.95	$35.95
Networks and Communication	BLT	04/24/98	Networks and Communication Title  28	$17.47	$24.95	$24.95
Networks and Communication	MJM	04/15/98	Networks and Communication Title  29	$20.97	$29.95	$29.95
Networks and Communication	MJM	04/06/98	Networks and Communication Title  30	$20.97	$29.95	$29.95
Networks and Communication	JMB	04/20/98	Networks and Communication Title  31	$20.27	$28.95	$28.95
Networks and Communication	MJM	04/15/98	Networks and Communication Title  32	$20.97	$29.95	$26.96
Networks and Communication	MJM	04/18/98	Networks and Communication Title  33	$20.27	$28.95	$28.95
Networks and Communication	MJM	04/06/98	Networks and Communication Title  34	$17.47	$24.95	$19.96
Networks and Communication	BLT	04/10/98	Networks and Communication Title  35	$20.97	$29.95	$29.95
Networks and Communication	JMB	04/02/98	Networks and Communication Title  36	$23.16	$28.95	$28.95
Networks and Communication	MJM	04/06/98	Networks and Communication Title  37	$20.27	$28.95	$28.95
Networks and Communication	MJM	04/21/98	Networks and Communication Title  38	$17.47	$24.95	$24.95
Networks and Communication	BLT	04/19/98	Networks and Communication Title  39	$20.27	$28.95	$28.95
Networks and Communication	MJM	04/06/98	Networks and Communication Title  40	$20.27	$28.95	$26.06
Networks and Communication	JMB	04/14/98	Networks and Communication Title  41	$25.17	$35.95	$35.95
Networks and Communication	BLT	04/22/98	Networks and Communication Title  42	$25.17	$35.95	$35.95
Networks and Communication	JMB	04/29/98	Networks and Communication Title  43	$25.17	$35.95	$35.95
Networks and Communication	MJM	04/18/98	Networks and Communication Title  44	$16.07	$22.95	$22.95
Networks and Communication	JMB	04/29/98	Networks and Communication Title  45	$20.97	$29.95	$29.95
Networks and Communication	JMB	04/29/98	Networks and Communication Title  46	$23.07	$32.95	$32.95
Networks and Communication	BLT	04/10/98	Networks and Communication Title  47	$25.17	$35.95	$35.95
Networks and Communication	BLT	04/13/98	Networks and Communication Title  48	$26.36	$32.95	$29.66
Networks and Communication	BLT	04/28/98	Networks and Communication Title  49	$16.07	$22.95	$22.95
Networks and Communication	JMB	04/14/98	Networks and Communication Title  50	$30.07	$42.95	$42.95
Networks and Communication	BLT	04/28/98	Networks and Communication Title  51	$20.97	$29.95	$23.96
Networks and Communication	BLT	04/28/98	Networks and Communication Title  52	$27.97	$39.95	$39.95
Networks and Communication	JMB	04/14/98	Networks and Communication Title  53	$16.07	$22.95	$22.95
Networks and Communication	BLT	04/25/98	Networks and Communication Title  54	$17.47	$24.95	$24.95
Networks and Communication	JMB	04/29/98	Networks and Communication Title  55	$17.47	$24.95	$24.95
Operating Systems	JMB	04/02/98	Operating Systems Title   1	$17.47	$24.95	$24.95
Operating Systems	MJM	04/06/98	Operating Systems Title   2	$23.07	$32.95	$32.95
Operating Systems	BLT	04/25/98	Operating Systems Title   3	$20.97	$29.95	$29.95
Operating Systems	BLT	04/19/98	Operating Systems Title   4	$16.07	$22.95	$22.95
Operating Systems	MJM	04/03/98	Operating Systems Title   5	$17.47	$24.95	$24.95
Operating Systems	BLT	04/16/98	Operating Systems Title   6	$13.27	$18.95	$18.95
Operating Systems	BLT	04/13/98	Operating Systems Title   7	$20.27	$28.95	$28.95
Operating Systems	MJM	04/27/98	Operating Systems Title   8	$17.47	$24.95	$22.46
Operating Systems	MJM	04/30/98	Operating Systems Title   9	$27.97	$39.95	$39.95
Operating Systems	MJM	04/15/98	Operating Systems Title  10	$20.27	$28.95	$28.95
Operating Systems	BLT	04/24/98	Operating Systems Title  11	$23.07	$32.95	$32.95
Operating Systems	JMB	04/08/98	Operating Systems Title  12	$34.36	$42.95	$42.95
Operating Systems	JMB	04/26/98	Operating Systems Title  13	$23.07	$32.95	$32.95
Operating Systems	MJM	04/06/98	Operating Systems Title  14	$20.97	$29.95	$29.95
Operating Systems	BLT	04/13/98	Operating Systems Title  15	$20.27	$28.95	$28.95
Operating Systems	JMB	04/05/98	Operating Systems Title  16	$20.97	$29.95	$26.96
Operating Systems	MJM	04/30/98	Operating Systems Title  17	$23.07	$32.95	$26.36
Operating Systems	BLT	04/19/98	Operating Systems Title  18	$20.27	$28.95	$28.95
Operating Systems	MJM	04/18/98	Operating Systems Title  19	$20.97	$29.95	$29.95
Operating Systems	BLT	04/19/98	Operating Systems Title  20	$17.47	$24.95	$24.95
Operating Systems	JMB	04/20/98	Operating Systems Title  21	$23.07	$32.95	$32.95
Operating Systems	BLT	04/07/98	Operating Systems Title  22	$20.97	$29.95	$29.95
Operating Systems	JMB	04/08/98	Operating Systems Title  23	$23.07	$32.95	$32.95
Operating Systems	BLT	04/28/98	Operating Systems Title  24	$26.36	$32.95	$29.66
Operating Systems	JMB	04/02/98	Operating Systems Title  25	$17.47	$24.95	$24.95
Operating Systems	JMB	04/29/98	Operating Systems Title  26	$27.97	$39.95	$39.95
Operating Systems	JMB	04/08/98	Operating Systems Title  27	$23.07	$32.95	$32.95
Operating Systems	JMB	04/20/98	Operating Systems Title  28	$17.47	$24.95	$24.95
Operating Systems	MJM	04/18/98	Operating Systems Title  29	$20.27	$28.95	$28.95
Operating Systems	BLT	04/28/98	Operating Systems Title  30	$13.27	$18.95	$18.95
Operating Systems	BLT	04/16/98	Operating Systems Title  31	$53.87	$76.95	$76.95
Operating Systems	JMB	04/23/98	Operating Systems Title  32	$20.97	$29.95	$26.96
Operating Systems	MJM	04/06/98	Operating Systems Title  33	$25.17	$35.95	$35.95
Operating Systems	BLT	04/01/98	Operating Systems Title  34	$20.27	$28.95	$23.16
Operating Systems	JMB	04/14/98	Operating Systems Title  35	$20.97	$29.95	$29.95
Operating Systems	JMB	04/14/98	Operating Systems Title  36	$31.96	$39.95	$39.95
Operating Systems	BLT	04/16/98	Operating Systems Title  37	$25.17	$35.95	$35.95
Operating Systems	BLT	04/12/98	Operating Systems Title  38	$23.07	$32.95	$32.95
Operating Systems	MJM	04/09/98	Operating Systems Title  39	$16.07	$22.95	$22.95
Operating Systems	MJM	04/09/98	Operating Systems Title  40	$20.27	$28.95	$26.06
Operating Systems	MJM	04/21/98	Operating Systems Title  41	$25.17	$35.95	$35.95
Operating Systems	BLT	04/04/98	Operating Systems Title  42	$20.27	$28.95	$28.95
Operating Systems	MJM	04/06/98	Operating Systems Title  43	$29.37	$41.95	$41.95
Operating Systems	BLT	04/16/98	Operating Systems Title  44	$20.27	$28.95	$28.95
Operating Systems	MJM	04/03/98	Operating Systems Title  45	$20.27	$28.95	$28.95
Operating Systems	BLT	04/25/98	Operating Systems Title  46	$20.97	$29.95	$29.95
Operating Systems	JMB	04/11/98	Operating Systems Title  47	$20.97	$29.95	$29.95
Operating Systems	JMB	04/17/98	Operating Systems Title  48	$23.96	$29.95	$26.96
Operating Systems	BLT	04/25/98	Operating Systems Title  49	$20.97	$29.95	$29.95
Operating Systems	JMB	04/11/98	Operating Systems Title  50	$17.47	$24.95	$24.95
Operating Systems	JMB	04/26/98	Operating Systems Title  51	$20.27	$28.95	$23.16
Operating Systems	MJM	04/30/98	Operating Systems Title  52	$20.27	$28.95	$28.95
Operating Systems	BLT	04/22/98	Operating Systems Title  53	$17.47	$24.95	$24.95
Operating Systems	MJM	04/18/98	Operating Systems Title  54	$25.17	$35.95	$35.95
Operating Systems	JMB	04/11/98	Operating Systems Title  55	$25.17	$35.95	$35.95
Operating Systems	MJM	04/03/98	Operating Systems Title  56	$16.07	$22.95	$20.66
Operating Systems	BLT	04/24/98	Operating Systems Title  57	$30.07	$42.95	$42.95
Operating Systems	JMB	04/29/98	Operating Systems Title  58	$20.97	$29.95	$29.95
Operating Systems	JMB	04/26/98	Operating Systems Title  59	$20.27	$28.95	$28.95
Operating Systems	MJM	04/18/98	Operating Systems Title  60	$31.96	$39.95	$39.95
Operating Systems	MJM	04/18/98	Operating Systems Title  61	$13.97	$19.95	$19.95
Operating Systems	MJM	04/18/98	Operating Systems Title  62	$20.97	$29.95	$29.95
Operating Systems	JMB	04/20/98	Operating Systems Title  63	$25.17	$35.95	$35.95
Operating Systems	MJM	04/30/98	Operating Systems Title  64	$25.17	$35.95	$32.36
Operating Systems	JMB	04/11/98	Operating Systems Title  65	$23.07	$32.95	$32.95
Operating Systems	JMB	04/11/98	Operating Systems Title  66	$20.27	$28.95	$28.95
Operating Systems	MJM	04/15/98	Operating Systems Title  67	$30.07	$42.95	$42.95
Operating Systems	MJM	04/21/98	Operating Systems Title  68	$17.47	$24.95	$19.96
Operating Systems	BLT	04/12/98	Operating Systems Title  69	$25.17	$35.95	$35.95
Operating Systems	MJM	04/06/98	Operating Systems Title  70	$20.97	$29.95	$29.95
Operating Systems	BLT	04/19/98	Operating Systems Title  71	$20.27	$28.95	$28.95
Operating Systems	BLT	04/04/98	Operating Systems Title  72	$31.96	$39.95	$35.96
Operating Systems	MJM	04/09/98	Operating Systems Title  73	$20.97	$29.95	$29.95
Operating Systems	BLT	04/10/98	Operating Systems Title  74	$23.07	$32.95	$32.95
Operating Systems	JMB	04/23/98	Operating Systems Title  75	$20.97	$29.95	$29.95
Operating Systems	MJM	04/06/98	Operating Systems Title  76	$23.07	$32.95	$32.95
Operating Systems	MJM	04/03/98	Operating Systems Title  77	$20.97	$29.95	$29.95
Operating Systems	JMB	04/26/98	Operating Systems Title  78	$27.97	$39.95	$39.95
Operating Systems	MJM	04/09/98	Operating Systems Title  79	$16.07	$22.95	$22.95
Operating Systems	BLT	04/19/98	Operating Systems Title  80	$20.27	$28.95	$26.06
Operating Systems	MJM	04/09/98	Operating Systems Title  81	$17.47	$24.95	$24.95
Operating Systems	BLT	04/13/98	Operating Systems Title  82	$17.47	$24.95	$24.95
Operating Systems	MJM	04/06/98	Operating Systems Title  83	$23.07	$32.95	$32.95
Operating Systems	BLT	04/12/98	Operating Systems Title  84	$31.96	$39.95	$39.95
Operating Systems	MJM	04/18/98	Operating Systems Title  85	$20.97	$29.95	$23.96
Operating Systems	BLT	04/19/98	Operating Systems Title  86	$25.17	$35.95	$35.95
Operating Systems	JMB	04/02/98	Operating Systems Title  87	$23.07	$32.95	$32.95
Operating Systems	JMB	04/26/98	Operating Systems Title  88	$25.17	$35.95	$32.36
Operating Systems	BLT	04/13/98	Operating Systems Title  89	$20.27	$28.95	$28.95
Operating Systems	MJM	04/27/98	Operating Systems Title  90	$17.47	$24.95	$24.95
Operating Systems	BLT	04/12/98	Operating Systems Title  91	$20.97	$29.95	$29.95
Operating Systems	BLT	04/04/98	Operating Systems Title  92	$20.27	$28.95	$28.95
Operating Systems	JMB	04/11/98	Operating Systems Title  93	$17.47	$24.95	$24.95
Operating Systems	BLT	04/25/98	Operating Systems Title  94	$20.27	$28.95	$28.95
Operating Systems	BLT	04/07/98	Operating Systems Title  95	$25.17	$35.95	$35.95
Operating Systems	JMB	04/08/98	Operating Systems Title  96	$23.96	$29.95	$26.96
Operating Systems	JMB	04/23/98	Operating Systems Title  97	$20.97	$29.95	$29.95
Operating Systems	MJM	04/21/98	Operating Systems Title  98	$23.07	$32.95	$32.95
Operating Systems	BLT	04/25/98	Operating Systems Title  99	$17.47	$24.95	$24.95
Operating Systems	MJM	04/21/98	Operating Systems Title 100	$23.07	$32.95	$32.95
Operating Systems	BLT	04/04/98	Operating Systems Title 101	$20.27	$28.95	$28.95
Operating Systems	BLT	04/12/98	Operating Systems Title 102	$25.17	$35.95	$28.76
Operating Systems	JMB	04/29/98	Operating Systems Title 103	$13.97	$19.95	$19.95
Operating Systems	JMB	04/08/98	Operating Systems Title 104	$13.97	$19.95	$17.96
Operating Systems	MJM	04/03/98	Operating Systems Title 105	$27.97	$39.95	$39.95
Operating Systems	MJM	04/03/98	Operating Systems Title 106	$23.07	$32.95	$32.95
Operating Systems	BLT	04/07/98	Operating Systems Title 107	$27.97	$39.95	$39.95
Operating Systems	JMB	04/29/98	Operating Systems Title 108	$26.36	$32.95	$32.95
Operating Systems	BLT	04/07/98	Operating Systems Title 109	$20.27	$28.95	$28.95
Operating Systems	JMB	04/20/98	Operating Systems Title 110	$17.47	$24.95	$24.95
Operating Systems	MJM	04/03/98	Operating Systems Title 111	$13.97	$19.95	$19.95
Operating Systems	MJM	04/21/98	Operating Systems Title 112	$17.47	$24.95	$22.46
Operating Systems	BLT	04/25/98	Operating Systems Title 113	$20.27	$28.95	$28.95
Operating Systems	JMB	04/14/98	Operating Systems Title 114	$20.97	$29.95	$29.95
Operating Systems	BLT	04/10/98	Operating Systems Title 115	$17.47	$24.95	$24.95
Operating Systems	MJM	04/21/98	Operating Systems Title 116	$25.17	$35.95	$35.95
Operating Systems	JMB	04/02/98	Operating Systems Title 117	$20.97	$29.95	$29.95
Operating Systems	BLT	04/13/98	Operating Systems Title 118	$20.97	$29.95	$29.95
Operating Systems	MJM	04/09/98	Operating Systems Title 119	$20.27	$28.95	$23.16
Operating Systems	BLT	04/12/98	Operating Systems Title 120	$31.96	$39.95	$35.96
Operating Systems	MJM	04/06/98	Operating Systems Title 121	$27.97	$39.95	$39.95
Operating Systems	JMB	04/17/98	Operating Systems Title 122	$17.47	$24.95	$24.95
Operating Systems	MJM	04/27/98	Operating Systems Title 123	$23.07	$32.95	$32.95
Operating Systems	JMB	04/23/98	Operating Systems Title 124	$20.27	$28.95	$28.95
Operating Systems	MJM	04/06/98	Operating Systems Title 125	$17.47	$24.95	$24.95
Operating Systems	MJM	04/21/98	Operating Systems Title 126	$17.47	$24.95	$24.95
Operating Systems	MJM	04/03/98	Operating Systems Title 127	$20.97	$29.95	$29.95
Operating Systems	MJM	04/27/98	Operating Systems Title 128	$30.07	$42.95	$38.66
Operating Systems	JMB	04/14/98	Operating Systems Title 129	$23.07	$32.95	$32.95
Operating Systems	JMB	04/05/98	Operating Systems Title 130	$29.37	$41.95	$41.95
Operating Systems	BLT	04/19/98	Operating Systems Title 131	$17.47	$24.95	$24.95
Operating Systems	JMB	04/26/98	Operating Systems Title 132	$26.36	$32.95	$32.95
Programming Languages	MJM	04/27/98	Programming Languages Title   1	$25.17	$35.95	$35.95
Programming Languages	JMB	04/05/98	Programming Languages Title   2	$23.07	$32.95	$32.95
Programming Languages	MJM	04/27/98	Programming Languages Title   3	$17.47	$24.95	$24.95
Programming Languages	JMB	04/26/98	Programming Languages Title   4	$17.47	$24.95	$24.95
Programming Languages	BLT	04/19/98	Programming Languages Title   5	$25.17	$35.95	$35.95
Programming Languages	BLT	04/07/98	Programming Languages Title   6	$25.17	$35.95	$35.95
Programming Languages	MJM	04/18/98	Programming Languages Title   7	$25.17	$35.95	$35.95
Programming Languages	MJM	04/27/98	Programming Languages Title   8	$16.07	$22.95	$20.66
Programming Languages	MJM	04/06/98	Programming Languages Title   9	$20.97	$29.95	$29.95
Programming Languages	BLT	04/22/98	Programming Languages Title  10	$20.97	$29.95	$29.95
Programming Languages	JMB	04/26/98	Programming Languages Title  11	$16.07	$22.95	$22.95
Programming Languages	BLT	04/04/98	Programming Languages Title  12	$26.36	$32.95	$32.95
Programming Languages	JMB	04/20/98	Programming Languages Title  13	$16.07	$22.95	$22.95
Programming Languages	BLT	04/16/98	Programming Languages Title  14	$20.27	$28.95	$28.95
Programming Languages	BLT	04/19/98	Programming Languages Title  15	$23.07	$32.95	$32.95
Programming Languages	BLT	04/16/98	Programming Languages Title  16	$23.07	$32.95	$29.66
Programming Languages	BLT	04/04/98	Programming Languages Title  17	$29.37	$41.95	$33.56
Programming Languages	JMB	04/14/98	Programming Languages Title  18	$23.07	$32.95	$32.95
Programming Languages	JMB	04/05/98	Programming Languages Title  19	$25.17	$35.95	$35.95
Programming Languages	BLT	04/28/98	Programming Languages Title  20	$20.97	$29.95	$29.95
Programming Languages	BLT	04/12/98	Programming Languages Title  21	$27.97	$39.95	$39.95
Programming Languages	JMB	04/29/98	Programming Languages Title  22	$23.07	$32.95	$32.95
Programming Languages	MJM	04/03/98	Programming Languages Title  23	$23.07	$32.95	$32.95
Programming Languages	BLT	04/13/98	Programming Languages Title  24	$31.96	$39.95	$35.96
Programming Languages	BLT	04/19/98	Programming Languages Title  25	$20.97	$29.95	$29.95
Programming Languages	JMB	04/05/98	Programming Languages Title  26	$23.07	$32.95	$32.95
Programming Languages	JMB	04/02/98	Programming Languages Title  27	$23.07	$32.95	$32.95
Programming Languages	BLT	04/13/98	Programming Languages Title  28	$25.17	$35.95	$35.95
Programming Languages	JMB	04/14/98	Programming Languages Title  29	$17.47	$24.95	$24.95
Programming Languages	MJM	04/03/98	Programming Languages Title  30	$17.47	$24.95	$24.95
Programming Languages	MJM	04/06/98	Programming Languages Title  31	$20.27	$28.95	$28.95
Programming Languages	BLT	04/16/98	Programming Languages Title  32	$25.17	$35.95	$32.36
Programming Languages	BLT	04/28/98	Programming Languages Title  33	$23.07	$32.95	$32.95
Programming Languages	MJM	04/06/98	Programming Languages Title  34	$23.07	$32.95	$26.36
Programming Languages	MJM	04/21/98	Programming Languages Title  35	$13.97	$19.95	$19.95
Programming Languages	BLT	04/04/98	Programming Languages Title  36	$23.16	$28.95	$28.95
Programming Languages	MJM	04/27/98	Programming Languages Title  37	$17.47	$24.95	$24.95
Programming Languages	JMB	04/20/98	Programming Languages Title  38	$30.07	$42.95	$42.95
Programming Languages	MJM	04/15/98	Programming Languages Title  39	$20.97	$29.95	$29.95
Programming Languages	BLT	04/13/98	Programming Languages Title  40	$23.07	$32.95	$29.66
Programming Languages	BLT	04/07/98	Programming Languages Title  41	$23.07	$32.95	$32.95
Programming Languages	JMB	04/23/98	Programming Languages Title  42	$20.97	$29.95	$29.95
Programming Languages	JMB	04/26/98	Programming Languages Title  43	$20.27	$28.95	$28.95
Programming Languages	JMB	04/14/98	Programming Languages Title  44	$20.27	$28.95	$28.95
Programming Languages	BLT	04/01/98	Programming Languages Title  45	$25.17	$35.95	$35.95
Programming Languages	MJM	04/06/98	Programming Languages Title  46	$23.07	$32.95	$32.95
Programming Languages	JMB	04/14/98	Programming Languages Title  47	$20.27	$28.95	$28.95
Programming Languages	MJM	04/21/98	Programming Languages Title  48	$26.36	$32.95	$29.66
Programming Languages	JMB	04/11/98	Programming Languages Title  49	$23.07	$32.95	$32.95
Programming Languages	MJM	04/09/98	Programming Languages Title  50	$20.27	$28.95	$28.95
Programming Languages	JMB	04/26/98	Programming Languages Title  51	$16.07	$22.95	$18.36
Programming Languages	BLT	04/04/98	Programming Languages Title  52	$27.97	$39.95	$39.95
Programming Languages	JMB	04/20/98	Programming Languages Title  53	$17.47	$24.95	$24.95
Programming Languages	BLT	04/12/98	Programming Languages Title  54	$17.47	$24.95	$24.95
Programming Languages	MJM	04/06/98	Programming Languages Title  55	$20.27	$28.95	$28.95
Programming Languages	BLT	04/16/98	Programming Languages Title  56	$25.17	$35.95	$32.36
Programming Languages	JMB	04/02/98	Programming Languages Title  57	$23.07	$32.95	$32.95
Programming Languages	BLT	04/25/98	Programming Languages Title  58	$23.07	$32.95	$32.95
